distance_m,features_nearby
0,Road: بزرگراه وکیل آباد; Road: بزرگراه وکیل آباد; Road: بولوار امام رضا; Road: مشهد - شاندیز; Road: بزرگراه وکیل آباد; Road: بزرگراه وکیل آباد; Road: دوربرگردان به سمت مشهد; Road: بزرگراه وکیل آباد; Road: Unnamed; Road: شاندیز - مشهد; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: پایانه وکیل آباد; Road: پایانه وکیل آباد; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; River: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Garden: باغ بزرک وکیل آباد; Road: Unnamed; Water body: Unnamed; Road: وکیل آباد ۸۷/۴; Road: وکیل آباد ۸۷; Road: وکیل آباد ۹۳; Road: Unnamed; Road: Unnamed; Road: پیست کارتینگ ارشاد; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: بولوار فرمانیه; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: وکیل آباد ۹۱; Road: وکیل آباد ۸۷/۸(شهید یزدانی); Road: شهید یزدانی ۴; Road: وکیل آباد ۹۳/۲; Road: وکیل آباد ۸۷/۱; Road: شهید یزدانی ۸; Road: شهید یزدانی ۲; Road: وکیل آباد ۸۹; Road: Unnamed; Road: وکیل آباد ۹۵; Road: وکیل آباد ۹۱/۲; Road: شهید یزدانی ۶; Road: وکیل آباد ۸۷; Road: Unnamed; Road: امام رضا ۴; Road: Unnamed; Road: امام رضا ۲; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: فرهیختگان; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: زیرگذر برونسی; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: امام رضا ۹/۱; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: امام رضا ۹; Road: Unnamed; Road: امام رضا ۷; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: امام رضا ۵; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: امام رضا ۳; Road: بزرگراه وکیل آباد; Road: بزرگراه وکیل آباد; Road: بزرگراه وکیل آباد; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Garden: Unnamed; Garden: Unnamed; Road: امام رضا ۱۱; Road: فرهیختگان; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: بزرگراه وکیل آباد; Road: بزرگراه وکیل آباد; Road: بزرگراه وکیل آباد; Road: بزرگراه وکیل آباد; Road: بزرگراه وکیل آباد; Road: بزرگراه وکیل آباد; Road: بولوار امام رضا; Road: بولوار امام رضا; Road: Unnamed; Road: وکیل آباد ۹۳/۸; Road: Unnamed; Road: Unnamed; Road: وکیل آباد ۹۵/۱۶; Road: وکیل آباد ۹۵/۱۶; Road: وکیل آباد ۹۵/۱۰; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; River: Unnamed; River: Unnamed; Green area: Unnamed; Road: وکیل آباد ۹۵; Road: وکیل آباد ۹۵; Road: وکیل آباد ۹۵/۶; Road: وکیل آباد ۹۵/۶; Road: وکیل آباد ۹۳/۷; Road: وکیل آباد ۹۷; Road: Unnamed; Road: امام رضا ۱; Road: امام رضا ۳; Road: امام رضا ۱; Road: Unnamed; Road: Unnamed; Road: وکیل آباد ۹۵/۵; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Green area: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Water body: Unnamed; Water body: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: بزرگراه وکیل آباد; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: مشهد - شاندیز; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: مشهد - شاندیز; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Green area: Unnamed; Green area: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Park: Unnamed; Park: Unnamed
100,Road: بزرگراه وکیل آباد; Road: بزرگراه وکیل آباد; Road: بولوار امام رضا; Road: مشهد - شاندیز; Road: بزرگراه وکیل آباد; Road: بزرگراه وکیل آباد; Road: دوربرگردان به سمت مشهد; Road: بزرگراه وکیل آباد; Road: Unnamed; Road: شاندیز - مشهد; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: پایانه وکیل آباد; Road: پایانه وکیل آباد; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; River: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Garden: باغ بزرک وکیل آباد; Road: Unnamed; Water body: Unnamed; Road: وکیل آباد ۸۷/۴; Road: وکیل آباد ۹۳; Road: Unnamed; Road: Unnamed; Road: پیست کارتینگ ارشاد; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: بولوار فرمانیه; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: وکیل آباد ۹۱; Road: وکیل آباد ۹۳/۲; Road: وکیل آباد ۸۹; Road: Unnamed; Road: وکیل آباد ۹۵; Road: وکیل آباد ۹۱/۲; Road: امام رضا ۶; Road: Unnamed; Road: امام رضا ۴; Road: Unnamed; Road: امام رضا ۲; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: فرهیختگان; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: زیرگذر برونسی; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: امام رضا ۹/۱; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: امام رضا ۹; Road: Unnamed; Road: امام رضا ۷; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: امام رضا ۵; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: امام رضا ۳; Road: بزرگراه وکیل آباد; Road: بزرگراه وکیل آباد; Road: بزرگراه وکیل آباد; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Garden: Unnamed; Garden: Unnamed; Road: امام رضا ۱۱; Road: فرهیختگان; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: بزرگراه وکیل آباد; Road: بزرگراه وکیل آباد; Road: بزرگراه وکیل آباد; Road: بزرگراه وکیل آباد; Road: بزرگراه وکیل آباد; Road: بزرگراه وکیل آباد; Road: بولوار امام رضا; Road: بولوار امام رضا; Road: وکیل آباد ۹۳/۸; Road: Unnamed; Road: Unnamed; Road: وکیل آباد ۹۵/۱۰; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; River: Unnamed; River: Unnamed; Green area: Unnamed; Road: وکیل آباد ۹۵; Road: وکیل آباد ۹۵; Road: وکیل آباد ۹۵/۶; Road: وکیل آباد ۹۵/۶; Road: وکیل آباد ۹۳/۷; Road: وکیل آباد ۹۷; Road: Unnamed; Road: امام رضا ۱; Road: Unnamed; Road: امام رضا ۳; Road: امام رضا ۱; Road: Unnamed; Road: Unnamed; Road: وکیل آباد ۹۵/۵; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Green area: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Water body: Unnamed; Water body: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: بزرگراه وکیل آباد; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: مشهد - شاندیز; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: مشهد - شاندیز; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Green area: Unnamed; Green area: Unnamed; Road: Unnamed; Road: امام رضا ۶; Road: Unnamed; Road: Unnamed; Road: Unnamed; Park: Unnamed; Park: Unnamed
200,Road: بزرگراه وکیل آباد; Road: بزرگراه وکیل آباد; Road: بولوار امام رضا; Road: مشهد - شاندیز; Road: بزرگراه وکیل آباد; Road: بزرگراه وکیل آباد; Road: دوربرگردان به سمت مشهد; Road: بزرگراه وکیل آباد; Road: Unnamed; Road: شاندیز - مشهد; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: پایانه وکیل آباد; Road: پایانه وکیل آباد; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; River: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Garden: باغ بزرک وکیل آباد; Road: Unnamed; Water body: Unnamed; Road: وکیل آباد ۹۳; Road: Unnamed; Road: Unnamed; Road: پیست کارتینگ ارشاد; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: بولوار فرمانیه; Road: Unnamed; Road: Unnamed; Road: وکیل آباد ۹۳/۲; Road: Unnamed; Road: امام رضا ۶; Road: Unnamed; Road: امام رضا ۴; Road: Unnamed; Road: امام رضا ۲; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: فرهیختگان; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: زیرگذر برونسی; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: امام رضا ۹/۱; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: امام رضا ۹; Road: Unnamed; Road: امام رضا ۷; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: امام رضا ۵; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: امام رضا ۳; Road: بزرگراه وکیل آباد; Road: بزرگراه وکیل آباد; Road: بزرگراه وکیل آباد; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Garden: Unnamed; Garden: Unnamed; Road: امام رضا ۱۱; Road: فرهیختگان; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: بزرگراه وکیل آباد; Road: بزرگراه وکیل آباد; Road: بزرگراه وکیل آباد; Road: بزرگراه وکیل آباد; Road: بزرگراه وکیل آباد; Road: بزرگراه وکیل آباد; Road: بولوار امام رضا; Road: بولوار امام رضا; Road: وکیل آباد ۹۵/۱۰; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; River: Unnamed; River: Unnamed; Green area: Unnamed; Road: وکیل آباد ۹۵; Road: وکیل آباد ۹۵; Road: وکیل آباد ۹۵/۶; Road: وکیل آباد ۹۵/۶; Road: وکیل آباد ۹۷; Road: Unnamed; Road: امام رضا ۱; Road: Unnamed; Road: امام رضا ۳; Road: امام رضا ۱; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Green area: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Water body: Unnamed; Water body: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: بزرگراه وکیل آباد; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: مشهد - شاندیز; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: مشهد - شاندیز; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Green area: Unnamed; Green area: Unnamed; Road: Unnamed; Road: امام رضا ۶; Road: Unnamed; Road: Unnamed; Road: Unnamed; Park: Unnamed; Park: Unnamed
300,Road: بزرگراه وکیل آباد; Road: بزرگراه وکیل آباد; Road: بولوار امام رضا; Road: مشهد - شاندیز; Road: بزرگراه وکیل آباد; Road: بزرگراه وکیل آباد; Road: دوربرگردان به سمت مشهد; Road: بزرگراه وکیل آباد; Road: Unnamed; Road: شاندیز - مشهد; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: پایانه وکیل آباد; Road: پایانه وکیل آباد; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; River: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Garden: باغ بزرک وکیل آباد; Road: Unnamed; Water body: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: بولوار فرمانیه; Road: امام رضا ۶; Road: Unnamed; Road: امام رضا ۴; Road: Unnamed; Road: امام رضا ۲; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: فرهیختگان; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: زیرگذر برونسی; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: نیاوران; Road: امام رضا ۹/۱; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: امام رضا ۹; Road: Unnamed; Road: امام رضا ۷; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: امام رضا ۵; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: امام رضا ۳; Road: بزرگراه وکیل آباد; Road: بزرگراه وکیل آباد; Road: بزرگراه وکیل آباد; Road: زعفرانیه ۵; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Garden: Unnamed; Garden: Unnamed; Road: امام رضا ۱۱; Road: فرهیختگان; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: بزرگراه وکیل آباد; Road: بزرگراه وکیل آباد; Road: بزرگراه وکیل آباد; Road: بزرگراه وکیل آباد; Road: بزرگراه وکیل آباد; Road: بزرگراه وکیل آباد; Road: بولوار امام رضا; Road: بولوار امام رضا; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; River: Unnamed; River: Unnamed; Green area: Unnamed; Road: وکیل آباد ۹۵; Road: وکیل آباد ۹۷; Road: Unnamed; Road: امام رضا ۱; Road: Unnamed; Road: امام رضا ۳; Road: امام رضا ۱; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Green area: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Water body: Unnamed; Water body: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: بزرگراه وکیل آباد; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: مشهد - شاندیز; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: مشهد - شاندیز; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Road: Unnamed; Green area: Unnamed; Green area: Unnamed; Road: Unnamed; Road: امام رضا ۶; Road: Unnamed; Road: Unnamed; Road: Unnamed; Park: Unnamed; Park: Unnamed
