distance_from_start,X_UTM,Y_UTM,val_20150220,val_20150304,val_20150328,val_20150421,val_20150515,val_20150702,val_20150726,val_20150819,val_20151030,val_20151123,val_20151217,val_20160110,val_20160203,val_20160227,val_20160322,val_20160415,val_20160509,val_20160602,val_20160720,val_20160813,val_20160906,val_20160930,val_20161024,val_20161117,val_20161211,val_20170104,val_20170128,val_20170209,val_20170221,val_20170305,val_20170317,val_20170329,val_20170410,val_20170422,val_20170504,val_20170516,val_20170528,val_20170609,val_20170703,val_20170715,val_20170727,val_20170808,val_20170820,val_20170901,val_20170913,val_20170925,val_20171007,val_20171019,val_20171031,val_20171112,val_20171124,val_20171206,val_20171218,val_20171230,val_20180111,val_20180123,val_20180204,val_20180216,val_20180228,val_20180312,val_20180324,val_20180405,val_20180417,val_20180429,val_20180511,val_20180523,val_20180604,val_20180616,val_20180628,val_20180710,val_20180722,val_20180803,val_20180815,val_20180827,val_20180908,val_20181002,val_20181014,val_20181026,val_20181107,val_20181119,val_20181201,val_20181213,val_20181225,val_20190106,val_20190118,val_20190130,val_20190211,val_20190223,val_20190307,val_20190331,val_20190412,val_20190424,val_20190506,val_20190518,val_20190530,val_20190611,val_20190623,val_20190705,val_20190717,val_20190729,val_20190810,val_20190822,val_20190903,val_20190915,val_20190927,val_20191009,val_20191021,val_20191102,val_20191114,val_20191126,val_20191208,val_20191220,val_20200101,val_20200125,val_20200206,val_20200218,val_20200301,val_20200313,val_20200406,val_20200418,val_20200430,val_20200512,val_20200524,val_20200605,val_20200617,val_20200629,val_20200723,val_20200804,val_20200816,val_20200828,val_20200909,val_20200921,val_20201003,val_20201015,val_20201027,val_20201108,val_20201120,val_20201202,val_20201214,val_20210107,val_20210119,val_20210131,val_20210212,val_20210224,val_20210308,val_20210320,val_20210413,val_20210425,val_20210507,val_20210519,val_20210531,val_20210612,val_20210624,val_20210706,val_20210718,val_20210730,val_20210811,val_20210823,val_20210904,val_20210916,val_20210928,val_20211010,val_20211022,val_20211103,val_20211115,val_20211127,val_20211209,val_20211221,val_20220102,val_20220114,val_20220126,val_20220207,val_20220219,val_20220303,val_20220315,val_20220327,val_20220408,val_20220420,val_20220502,val_20220514,val_20220526,val_20220607,val_20220619,val_20220701,val_20220713,val_20220725,val_20220806,val_20220818,val_20220830,val_20220911,val_20220923,val_20221005,val_20221029,val_20221110,val_20221122,val_20221204,val_20221216,val_20221228,val_20230109,val_20230121,val_20230202,val_20230226,val_20230310,val_20230322,val_20230403,val_20230415,val_20230427,val_20230509,val_20230521,val_20230602,val_20230614,val_20230626,val_20230708,val_20230720,val_20230801,val_20230813,val_20230825,val_20230906,val_20230918,val_20230930,val_20231012,val_20231024,val_20231105,val_20231117,val_20231129,val_20231211,val_20231223,val_20240104,val_20240116,val_20240209,val_20240221
0.0,719349.6602999996,4024908.5347000007,0.0,-2.1959963,-0.94262934,1.5033528,0.7885627,7.239093,5.660024,2.2434123,4.3467026,4.241254,4.9899845,2.282946,3.1841502,2.2220895,-0.2558905,8.82254,4.8806767,15.5630455,7.8785567,6.8222556,5.7207117,7.2282467,5.5899153,4.238531,4.0106606,8.268838,7.325416,5.8732347,5.9570293,4.202229,7.72301,9.611746,6.737095,5.9344544,10.155174,7.4780393,4.4542212,10.631193,7.8440003,8.356158,9.019047,10.89694,6.4965477,7.0848703,4.744477,7.291386,6.9964604,5.6712937,4.271134,6.5592012,7.5646567,6.564037,9.465624,8.757889,9.9116,8.911379,9.813744,8.937371,11.269841,7.8856544,7.9819736,7.5988736,8.436005,3.0890179,8.692292,9.1342745,8.749949,11.572401,8.686983,13.591191,22.017317,11.723883,12.516704,13.210158,13.976212,11.034425,10.883656,11.773979,8.356345,6.4585385,8.069653,7.0109835,7.1452894,8.70543,7.500521,8.076641,5.126393,8.686278,7.3713546,9.733929,11.933092,1.8656421,7.01567,7.851831,9.960075,7.4539237,9.807262,8.044103,9.965644,14.213676,13.4788065,14.619556,9.87453,18.157873,17.409864,16.502392,15.759747,16.30687,16.298042,15.30971,17.138235,11.691866,13.525313,11.686777,10.987876,13.006972,11.50245,11.176567,11.489823,13.566794,8.910696,12.347125,7.6160145,8.150571,10.172771,6.7391224,6.965586,6.381698,7.556525,6.6110606,8.301743,10.673313,9.264344,9.484499,10.431617,7.551317,11.244009,10.267038,11.263673,12.893211,13.154518,16.289799,14.106091,14.8347435,15.7845545,13.572377,19.282219,14.091193,20.304268,16.553322,19.22549,14.389527,12.854046,13.219672,14.158316,14.89959,15.879054,15.046985,19.559824,16.779482,17.201534,18.61237,20.037146,17.338274,17.331161,17.83993,14.134322,13.751172,17.522837,16.644518,12.325091,15.3042965,13.029299,12.027498,13.022347,12.870403,8.016352,13.4367485,8.957218,12.579905,12.472258,9.597693,9.111537,14.2531595,14.858587,21.02527,17.343645,18.858965,19.331762,17.568264,17.818499,18.25814,19.39192,17.998755,18.53706,19.166077,18.748508,18.603842,18.192312,19.163933,15.533789,17.14756,15.862773,16.189396,19.13182,12.716893,14.012534,13.060153,12.168905,8.091942,10.645527,9.623007,12.3499365,10.053113,15.623193,16.860266,16.564735,18.904516,20.240664,19.856184,20.677439,23.937714,23.213577,23.068441,20.962477,22.200066,23.288916,23.538727,24.654085,22.167587,22.99746
101.0,719255.141857223,4024944.1333513106,0.0,-2.3403296,-1.0554116,1.6100788,0.49933782,7.0444107,5.5083656,2.317683,4.1749034,4.0677824,4.9743195,1.9968481,3.0335078,2.2072277,-0.32344794,8.875994,4.964296,15.97104,8.084567,6.9274645,5.8039885,7.271187,5.7375355,4.4600735,4.186527,8.386588,7.3965936,6.004524,6.0627317,4.2555017,7.7145653,9.630758,6.8558435,5.8418393,10.326688,7.466826,4.281961,10.616414,7.9391565,8.563671,9.15367,10.930118,6.5374584,7.2351904,4.8046193,7.2945795,6.906654,5.766182,4.473325,6.7070084,7.996363,6.768063,9.591875,8.901383,10.025235,9.098241,9.924261,9.036518,11.39435,8.025831,8.166736,7.88267,8.41314,3.16338,8.690779,9.254347,8.847895,11.730195,8.922565,13.797222,22.029284,11.909776,12.622309,13.416531,14.129542,11.181615,11.135183,11.9637375,8.628609,6.7065067,8.341411,7.1981463,7.42529,9.062557,7.815369,8.401677,5.4929194,9.120249,7.8003583,9.984074,12.540029,2.333456,7.378097,8.382414,10.64798,7.796991,10.336768,8.491847,10.396406,14.543573,14.018849,15.352298,10.180857,18.568169,17.78631,16.94965,16.123058,16.666922,16.708567,15.731076,17.513702,12.077271,13.910627,12.128284,11.378271,13.367352,11.910865,11.636727,11.900134,14.1059,9.386557,12.849476,8.148053,8.767961,10.565448,7.3618,7.5356708,6.7169886,8.1448965,7.0317316,9.14611,11.086049,9.659457,9.983145,10.961404,7.9868093,11.765244,10.689318,11.810697,13.440849,13.618109,16.877111,14.647648,15.323057,16.295965,14.0118065,19.704752,14.703938,20.753752,17.118431,19.844244,14.52986,13.370595,13.666009,14.559061,15.308787,16.153172,15.413159,19.7966,17.33054,17.761515,19.057184,20.547613,17.911856,17.841724,18.372011,14.683641,14.296968,17.630487,17.33042,13.024637,15.853406,13.653209,12.567189,13.551507,13.2205305,8.852264,14.034968,9.628114,13.374535,13.195594,10.474564,9.970043,15.10067,15.524784,21.71234,17.972395,19.507137,20.032167,18.113827,18.506437,18.872007,20.014114,18.661346,19.216213,20.002516,19.438807,19.264181,18.851566,19.848717,16.394037,17.54001,16.671911,16.92312,19.868649,13.368878,14.574621,13.807998,12.435923,8.776829,11.575326,10.58601,13.187737,10.534409,16.420439,17.667698,17.280016,19.434374,20.927214,20.600853,21.467266,24.597958,24.049416,23.517166,21.684347,22.787138,24.144232,24.2122,25.315641,23.087753,23.952599
202.0,719160.6234144464,4024979.73200262,0.0,-2.3761582,-0.982602,1.7347369,0.40412873,6.990516,5.6910424,2.6270409,4.0094175,3.839686,4.788852,1.7089851,2.904656,2.1372237,-0.4092794,9.128019,4.9149213,16.284433,8.233034,7.076921,5.834481,7.180395,5.749077,4.6270747,4.4170866,8.5199995,7.5320354,6.133338,6.413479,4.2538238,7.9046397,9.904856,7.243768,6.1292114,10.702311,7.7070947,4.474361,10.922927,8.309512,8.926772,9.566946,11.236851,6.8670163,7.661,5.071192,7.5894666,7.154831,6.0364156,4.8505893,6.9546843,8.3724,7.13454,9.871873,9.192329,10.2357855,9.3707905,10.204603,9.274166,11.585403,8.225539,8.458748,8.174965,8.463459,3.3987787,8.790637,9.554248,9.093432,12.125066,9.3364525,14.060222,22.12243,12.268342,12.862685,13.82394,14.555416,11.501949,11.50142,12.276353,8.869998,7.0212245,8.634025,7.518296,7.7855973,9.474353,8.116763,8.771118,5.8524694,9.477897,8.237762,10.283878,13.191284,2.4990454,7.7863064,8.983168,11.392868,8.2718,10.908112,9.009319,10.942758,14.8791485,14.609223,15.991071,10.498115,18.943594,18.147987,17.391872,16.45271,16.98721,17.077738,16.159569,17.869688,12.477783,14.223386,12.48412,11.78212,13.620465,12.333325,12.042751,12.232107,14.579382,9.758204,12.920541,8.815121,9.441015,11.160494,8.038522,8.042413,7.1551294,8.776671,7.559176,9.910331,11.493394,10.126011,10.497819,11.515155,8.40711,12.191224,11.102605,12.372805,13.953461,14.133723,17.435553,15.223722,15.774493,16.796787,14.453013,20.071507,15.3495,21.174417,17.754898,20.386023,14.866757,13.981704,14.226453,14.950121,15.728152,16.53987,15.853192,20.090784,17.890871,18.194895,19.468924,20.978352,18.373087,18.227112,18.79471,15.15306,14.64382,17.576365,17.864197,13.607009,16.244968,14.15633,12.996189,13.868861,13.454604,9.57593,14.427878,10.01353,13.980185,13.8194,11.356559,10.830801,15.917148,16.294247,22.449667,18.737955,20.268936,20.80501,18.778975,19.261467,19.55788,20.657677,19.337376,19.910215,20.373705,20.060404,19.780516,19.343367,20.336357,17.041735,17.826483,17.300394,17.367682,20.398888,13.862148,15.115814,14.507014,12.892771,9.331791,12.353094,11.323434,13.856501,10.968799,17.04253,18.3022,17.872133,19.993261,21.560595,21.258093,21.867413,25.109194,24.66487,23.925964,22.157518,23.12971,24.708513,24.739697,25.813513,23.761919,24.570765
303.0,719066.1049716697,4025015.33065393,0.0,-2.1388457,-0.7519478,2.370093,0.89068943,7.2002535,6.117593,3.518057,4.285529,4.0606537,5.0283594,2.0936587,3.096953,2.4647498,0.0019165904,10.144048,5.154633,18.140448,8.631219,7.5129642,5.762583,7.514199,6.0585213,5.257662,5.043996,8.893419,7.938199,6.744272,6.730438,4.6616206,8.451946,10.618286,7.86542,6.7553067,11.202622,8.221278,4.2536774,11.362082,8.867463,9.389255,10.151589,11.495094,7.18551,8.181539,5.313122,7.966728,7.637031,6.475045,5.455782,7.2789054,8.635464,7.7095733,10.556932,9.768223,10.72507,9.712069,10.683375,9.866021,11.947569,8.782535,8.90973,8.808577,8.915332,4.2049584,9.380882,10.119897,9.886771,13.051782,9.845539,14.442218,22.57281,12.991249,13.325547,14.209508,15.103021,11.866207,11.969789,12.954597,9.264229,7.100622,8.981742,7.918971,8.112687,9.822465,8.173893,9.264867,6.299078,9.749405,8.667506,10.486214,13.731254,2.4599876,8.492241,10.038337,12.282295,8.932306,11.456068,9.473948,11.141335,15.029546,15.07976,16.54939,11.123259,19.388672,18.647318,18.040125,16.761274,17.147936,17.580269,16.554935,18.033087,12.982431,14.694889,12.939215,12.334943,14.182988,12.88017,12.740693,12.8908615,15.29698,10.653183,13.206099,9.399595,9.7614975,11.607573,8.46552,8.482914,8.0118265,9.1266985,7.661584,10.549608,11.582517,10.696072,10.821745,12.100556,8.5499935,12.516717,11.385064,12.86324,14.387234,14.493548,17.910713,15.474204,16.114668,16.949282,15.04096,20.507843,16.042656,21.402794,18.597095,20.915102,15.832401,14.408182,14.504721,15.093838,15.88067,16.82095,16.284206,20.290361,18.368145,18.518026,19.85342,21.337166,18.901274,18.57098,19.280907,15.484504,14.939023,17.703913,18.628792,13.987912,16.528696,14.704551,13.566178,14.361001,13.2888,10.248149,15.096925,10.55772,14.702361,14.217357,11.853728,12.267386,16.575565,16.635935,23.25195,19.026743,20.821508,21.243828,19.529463,20.024275,19.98354,20.75062,20.01498,20.326515,20.377535,20.408323,20.094252,19.758526,20.76611,17.524054,18.229628,17.75123,17.811792,20.626968,14.248122,15.417211,14.681409,12.99253,9.63007,12.719462,11.77312,14.349793,11.498479,17.335989,18.949272,18.17598,20.304787,21.85457,21.639303,22.556477,25.527954,24.982288,24.134869,22.680092,23.277302,25.258526,25.088026,26.22385,24.369982,25.124325
404.0,718971.5865363604,4025050.9293250665,0.0,-1.795333,-0.3267651,2.8161132,1.1751248,7.0734534,6.3114977,4.03534,4.6764913,4.347618,5.3909636,2.4790897,3.4718661,2.9544642,0.33655453,10.994857,5.508886,19.49798,9.216807,7.976139,6.1620646,7.8968916,6.696078,5.9655943,5.7517266,9.463117,8.54783,7.3467045,7.1027184,5.187614,8.803607,11.091893,8.212746,7.2156777,11.848681,8.468032,4.1455593,11.679501,9.251052,9.897432,10.612228,11.434131,7.49135,8.610446,5.486605,8.209544,7.977369,6.7692394,5.9120054,7.709021,9.110092,8.112999,10.86994,10.057895,11.073239,10.084768,11.064239,10.2633915,12.362977,9.177775,9.206322,9.256179,9.179368,4.588603,9.569663,10.371328,10.206505,13.243522,10.394208,14.716787,22.729792,13.418544,13.715943,14.475355,15.417621,12.062376,12.367036,13.297014,9.780185,7.409393,9.343567,8.271564,8.5515585,10.228063,8.229328,9.717542,6.8536253,10.230276,9.347821,10.791345,14.174363,2.7982085,8.751163,10.909943,12.925493,9.338218,11.969527,9.918575,11.550516,15.336915,15.605186,17.26336,11.579076,19.786993,18.941483,18.572245,17.235197,17.548077,18.060009,16.985058,18.42868,13.4148655,15.160408,13.255318,12.772889,14.575364,13.268044,13.282222,13.27673,15.763918,11.201738,13.507889,9.966335,10.099829,11.938388,8.912061,9.005533,8.501058,9.591929,7.9142013,11.18711,11.734142,10.953924,11.145226,12.472023,8.891149,12.917041,11.76042,13.380483,14.873548,14.899519,18.429533,15.901552,16.53357,17.287748,15.524864,20.804401,16.57593,21.798063,19.013649,21.254993,15.958752,14.792778,14.884696,15.470634,16.203066,17.016464,16.522701,20.291183,18.831335,19.077902,20.293924,21.80103,19.506668,18.990213,19.821077,16.015587,15.497764,17.63234,19.27182,14.699628,16.975885,15.254617,13.998629,14.790699,13.457668,11.016692,15.716045,11.190879,15.437952,14.55539,12.325138,13.179325,17.10041,17.147398,23.69063,19.276918,21.18855,21.74726,20.057825,20.455572,20.322123,21.200724,20.402998,20.696327,20.706808,20.753378,20.466923,20.091314,21.197363,18.178352,18.475607,18.47807,18.439102,20.9604,14.665867,15.629001,14.978504,12.993988,10.050923,13.250072,12.320205,14.791972,11.955786,17.78224,19.649122,18.558477,20.622868,22.221027,22.12856,23.263527,25.731926,25.481297,24.28216,23.304224,23.649593,25.850725,25.493378,26.596518,25.005726,25.851065
505.0,718877.0681040029,4025086.5280040405,0.0,-1.795333,-0.3267651,2.8161132,1.1751248,7.0734534,6.3114977,4.03534,4.6764913,4.347618,5.3909636,2.4790897,3.4718661,2.9544642,0.33655453,10.994857,5.508886,19.49798,9.216807,7.976139,6.1620646,7.8968916,6.696078,5.9655943,5.7517266,9.463117,8.54783,7.3467045,7.1027184,5.187614,8.803607,11.091893,8.212746,7.2156777,11.848681,8.468032,4.1455593,11.679501,9.251052,9.897432,10.612228,11.434131,7.49135,8.610446,5.486605,8.209544,7.977369,6.7692394,5.9120054,7.709021,9.110092,8.112999,10.86994,10.057895,11.073239,10.084768,11.064239,10.2633915,12.362977,9.177775,9.206322,9.256179,9.179368,4.588603,9.569663,10.371328,10.206505,13.243522,10.394208,14.716787,22.729792,13.418544,13.715943,14.475355,15.417621,12.062376,12.367036,13.297014,9.780185,7.409393,9.343567,8.271564,8.5515585,10.228063,8.229328,9.717542,6.8536253,10.230276,9.347821,10.791345,14.174363,2.7982085,8.751163,10.909943,12.925493,9.338218,11.969527,9.918575,11.550516,15.336915,15.605186,17.26336,11.579076,19.786993,18.941483,18.572245,17.235197,17.548077,18.060009,16.985058,18.42868,13.4148655,15.160408,13.255318,12.772889,14.575364,13.268044,13.282222,13.27673,15.763918,11.201738,13.507889,9.966335,10.099829,11.938388,8.912061,9.005533,8.501058,9.591929,7.9142013,11.18711,11.734142,10.953924,11.145226,12.472023,8.891149,12.917041,11.76042,13.380483,14.873548,14.899519,18.429533,15.901552,16.53357,17.287748,15.524864,20.804401,16.57593,21.798063,19.013649,21.254993,15.958752,14.792778,14.884696,15.470634,16.203066,17.016464,16.522701,20.291183,18.831335,19.077902,20.293924,21.80103,19.506668,18.990213,19.821077,16.015587,15.497764,17.63234,19.27182,14.699628,16.975885,15.254617,13.998629,14.790699,13.457668,11.016692,15.716045,11.190879,15.437952,14.55539,12.325138,13.179325,17.10041,17.147398,23.69063,19.276918,21.18855,21.74726,20.057825,20.455572,20.322123,21.200724,20.402998,20.696327,20.706808,20.753378,20.466923,20.091314,21.197363,18.178352,18.475607,18.47807,18.439102,20.9604,14.665867,15.629001,14.978504,12.993988,10.050923,13.250072,12.320205,14.791972,11.955786,17.78224,19.649122,18.558477,20.622868,22.221027,22.12856,23.263527,25.731926,25.481297,24.28216,23.304224,23.649593,25.850725,25.493378,26.596518,25.005726,25.851065
606.0,718782.549675058,4025122.1266920753,0.0,-1.4521141,0.13648224,3.392757,1.6290832,7.2812643,6.7880344,4.7849593,5.122439,4.8130608,5.916652,3.2514763,3.9080582,3.4691193,0.851608,12.043547,5.9004045,20.957035,9.654952,8.509595,6.315022,8.351032,7.145411,6.5558434,6.344382,9.848898,9.013953,7.9824905,7.81233,5.823582,9.361406,11.84069,8.779886,8.030198,12.563764,9.210389,4.155938,12.350571,9.919176,10.717089,11.360255,11.671251,8.12393,9.349049,6.06454,8.866275,8.589731,7.4896016,6.742752,8.529326,9.798725,8.926277,11.761459,10.842719,11.852216,10.724116,11.855891,11.075327,13.155912,9.990663,9.963702,10.14681,9.849006,5.7568526,10.362874,11.222756,11.220821,14.305792,11.28685,15.861097,23.658463,14.508787,14.609741,15.195622,16.408047,12.897918,13.34423,14.266769,10.687452,8.1282425,10.133085,8.930626,9.299367,10.872139,8.6013775,10.524061,7.7784944,10.919316,10.331694,11.438334,15.08742,3.5353756,9.767175,12.309928,14.095466,10.249595,12.798025,10.744014,12.30312,16.016087,16.41936,18.291243,12.519344,20.556393,19.735846,19.52317,18.064423,18.380453,18.932793,17.758377,19.239815,14.331301,16.029268,14.081788,13.651076,15.487337,14.168542,14.154691,14.188932,16.888863,12.344774,14.480887,10.892778,10.848513,12.954556,9.8039055,9.960166,9.900933,10.413165,8.654994,12.105057,12.436771,11.900286,12.002821,13.481523,9.68948,13.819585,12.649877,14.314522,15.71045,15.739969,19.357658,16.650646,17.3465,17.950281,16.622688,21.508394,17.69058,22.695421,19.985258,21.854338,17.20435,15.57337,15.567804,15.952023,16.82978,17.676119,17.311338,20.958265,19.613506,19.857634,21.052118,22.533514,20.33941,19.703259,20.62658,16.729856,16.370268,18.075571,20.355278,15.407423,17.592115,16.081081,14.73901,15.53659,13.707602,11.93897,16.623247,12.029846,16.47762,15.36781,13.253856,14.952703,18.100142,17.979597,24.837885,20.074808,22.062654,22.654875,21.266932,21.46624,21.172785,21.915253,21.416271,21.586607,21.455805,21.620459,21.306633,20.986149,22.228369,19.357132,19.50095,19.626839,19.475489,21.763224,15.745259,16.506065,15.817495,13.501408,11.089613,14.304227,13.5044365,15.875206,13.033768,18.734566,20.87223,19.513975,21.42249,23.082432,23.149107,24.431295,26.541372,26.40339,24.911459,24.38387,24.32048,27.017206,26.362959,27.399961,26.086441,26.878527
707.0,718688.0312375688,4025157.7253574235,0.0,-1.2398183,0.43434247,3.4597642,1.6179001,7.20102,6.883184,4.988676,5.2353272,4.8764772,5.9906774,3.5129352,3.9601202,3.625012,1.0170147,12.449952,5.9613166,21.443277,9.685058,8.560383,6.2564554,8.419076,7.3273063,6.7958045,6.45271,9.94919,9.161557,8.106272,7.846998,5.877698,9.307765,11.944568,8.854364,8.16597,12.834413,9.140622,3.807924,12.335911,9.839448,10.7561865,11.299033,11.290441,8.015515,9.274057,5.925124,8.77721,8.467485,7.4350696,6.7274384,8.633945,9.837183,9.008477,11.834823,10.856927,11.866059,10.750297,11.931484,11.14673,13.177545,10.001287,9.992495,10.183353,9.745407,5.8110075,10.112783,11.147262,11.14339,14.151229,11.330412,15.749388,23.479725,14.481676,14.570046,15.124304,16.404898,12.839199,13.366352,14.219474,10.756844,8.283305,10.181433,8.919194,9.395654,10.987517,8.410209,10.457867,7.9400005,10.934691,10.576432,11.443923,15.061269,3.4622328,9.55981,12.344123,13.905603,10.082614,12.66267,10.565859,12.106382,15.711165,16.389994,18.353228,12.47651,20.334661,19.511469,19.45684,17.955503,18.190279,18.8421,17.623352,19.061426,14.242299,15.869931,13.971118,13.522125,15.397667,14.027565,14.118443,14.054448,16.797577,12.238235,14.191189,10.781966,10.605002,12.77523,9.638622,9.670229,9.853426,10.189819,8.441828,12.000756,12.060634,11.635664,11.792003,13.316895,9.471949,13.613193,12.422372,14.125653,15.565612,15.553946,19.169134,16.508642,17.176094,17.683012,16.39453,21.234232,17.499651,22.374813,19.645454,21.296198,16.729687,15.142444,15.100605,15.443242,16.34923,17.194887,16.862082,20.379152,19.250124,19.524273,20.630999,22.084696,20.010935,19.269089,20.229595,16.278048,15.878057,17.27483,19.947765,14.985736,17.09794,15.66195,14.266439,14.984847,13.075227,11.618324,16.151081,11.62858,16.12012,14.885546,12.948329,14.953086,17.750254,17.65292,24.536516,19.602993,21.654446,22.309822,21.067068,21.156883,20.819109,21.581125,21.10496,21.260927,21.300724,21.22193,20.93494,20.549526,21.7914,19.147139,18.79473,19.211546,18.836102,21.048378,15.197063,15.7596445,15.079212,12.55165,10.4016485,13.729015,12.82724,15.306133,12.406947,18.155605,20.355055,18.993053,20.778315,22.48822,22.60304,23.765333,25.724222,25.871223,24.16094,23.951426,23.867844,26.580051,25.91746,26.897417,25.667902,26.412766
808.0,718593.5127963407,4025193.324012845,0.0,-1.0676037,0.66247874,3.629368,1.7804114,7.323408,7.1292653,5.250579,5.4796233,5.1183615,6.2195616,3.9289618,4.271158,4.033418,1.3707956,12.969144,6.111569,21.878551,9.924969,8.697623,6.354434,8.467281,7.5897756,7.0783396,6.7589192,10.106677,9.43195,8.38659,7.907366,6.2130423,9.277024,12.090314,8.8740835,8.413966,13.1117525,9.107707,3.6302078,12.502573,9.976683,10.959106,11.438094,11.021453,8.093814,9.413187,5.9880023,8.89814,8.605934,7.6100497,6.925556,8.970736,10.070925,9.2540455,12.033344,10.96606,11.981047,10.911882,12.106218,11.26048,13.381261,10.1587,10.095189,10.203694,9.788633,5.7365637,9.970881,11.193634,11.217283,13.97941,11.588499,15.725984,23.441923,14.540895,14.673172,15.113575,16.516624,12.8797865,13.436297,14.269618,10.818076,8.322372,10.167742,8.919882,9.467311,11.085339,8.182909,10.607406,8.112428,11.021149,10.940041,11.470775,15.112916,3.5806026,9.456871,12.564967,13.693494,10.088487,12.6364765,10.521873,12.230468,15.611967,16.550173,18.54507,12.711845,20.278948,19.423172,19.506948,18.068882,18.372292,19.05956,17.78225,19.118103,14.42775,15.990875,14.0892935,13.565388,15.440609,13.996378,14.22106,14.025663,16.818226,12.286597,14.222198,11.03389,10.680854,12.879158,9.684451,9.661353,9.974464,10.18621,8.504045,12.202554,11.946944,11.566722,11.887622,13.3669405,9.568795,13.678783,12.527386,14.199245,15.685179,15.608151,19.122862,16.57249,17.207695,17.623228,16.413486,21.174118,17.658861,22.496767,19.686537,21.350386,16.578094,15.292624,15.241438,15.547547,16.3522,17.302074,16.914534,20.320457,19.460953,19.818974,20.769573,22.252504,20.28389,19.404165,20.417757,16.510653,16.051155,17.051245,20.111443,15.299676,17.190506,15.801583,14.305714,15.021285,13.1112995,11.938877,16.295244,11.72763,16.262825,14.76876,12.970421,15.236768,17.767963,17.753914,24.461374,19.447437,21.541386,22.392435,21.134071,21.197138,20.829697,21.667141,21.06421,21.249388,21.435808,21.17789,20.886404,20.517796,21.74154,19.389387,18.720633,19.420715,18.721096,20.961105,15.271884,15.692765,14.999665,12.424055,10.452868,13.839365,12.963641,15.39149,12.524855,18.261814,20.556643,19.145788,20.818336,22.565678,22.719044,23.861942,25.476788,25.896692,24.035166,24.039766,23.973091,26.702671,26.005497,26.899237,25.76881,26.451336
909.0,718498.9943628889,4025228.922688913,0.0,-1.0074704,0.7369606,3.71481,1.8251377,7.4238906,7.1270566,5.5046773,5.604463,5.21438,6.3628335,4.3861628,4.4589677,4.183161,1.5686921,13.447059,6.220495,20.993462,9.882619,8.787743,6.1986103,8.52196,7.67378,7.2038274,6.884506,10.112705,9.5886755,8.602154,8.071217,6.3534927,9.184085,12.130732,8.740334,8.639166,13.161575,9.262374,3.184016,12.457813,9.973228,11.114386,11.36742,10.306694,8.107518,9.437162,6.0076404,8.877933,8.583489,7.753435,7.0938606,9.300115,9.963199,9.474095,12.326299,11.125474,12.085627,10.932551,12.2263975,11.381675,13.581197,10.270147,10.196802,10.298009,9.861085,6.0154777,9.911684,11.345219,11.475539,14.182589,11.820258,16.169325,23.829344,14.835361,14.89134,15.08091,16.754166,13.154088,13.830453,14.585773,11.275442,8.607071,10.3937,9.038978,9.695343,11.4281025,7.9874125,10.9059515,8.58257,11.262698,11.548011,11.681458,15.352172,3.859312,9.88276,13.550299,13.732661,10.452586,12.850459,10.769843,12.53247,15.772864,17.07904,19.057835,13.443597,20.585379,19.849669,20.022009,18.426992,18.703728,19.507856,18.113094,19.480001,14.924301,16.414452,14.441929,13.979786,15.880756,14.365061,14.609079,14.407244,17.335249,12.831502,14.616313,11.48355,11.012667,13.436911,10.13325,10.013564,10.839382,10.462314,8.888106,12.552059,12.21043,12.020145,12.3176155,13.829352,9.967261,14.099216,12.935594,14.655845,16.093128,15.995926,19.54388,16.89628,17.62288,17.7954,16.92839,21.459705,18.368322,22.961193,20.210169,21.484667,17.35328,15.76881,15.733194,15.744888,16.646404,17.753473,17.431257,20.809175,19.901863,20.195831,21.118366,22.608408,20.804998,19.79257,20.901981,16.881176,16.661882,17.223368,20.825008,15.703115,17.45284,16.29937,14.751723,15.4300585,13.324149,12.521155,16.644405,12.172821,16.63272,15.180429,13.550425,16.597052,18.37776,18.194742,25.052431,19.7451,21.931805,22.899168,21.900566,21.826145,21.367388,22.036005,21.640743,21.771132,22.137302,21.602732,21.350082,20.967041,22.259659,20.161467,19.25987,20.119442,19.348509,21.336674,15.941598,16.076168,15.261649,12.825944,11.190669,14.227096,13.59391,15.90479,13.258125,18.764898,21.31403,19.760748,21.229393,23.103485,23.371635,24.703163,25.800768,26.477865,24.408104,24.765327,24.685541,27.538925,26.634434,27.396294,26.35784,27.078249
